LOCAL,ug/L,Flag,Comment,feet,Flag,Comment,mg/L,Flag,Comment,%saturation,Flag,Comment,pH,Flag,Comment,psu,Flag,Comment,mS/cm,Flag,Comment,NTU/FNU,Flag,Comment,Fahrenheit,Flag,Comment
6/1/2018 0:00,2,0,,8.5694496,0,,6.76,0,,77.2,0,,7.92,0,,4.02,0,,7.284,0,,13.2,0,,69.27000707,0,
6/1/2018 0:15,2.3,0,,8.5891344,0,,6.76,0,,76.4,0,,7.92,0,,4.24,0,,7.649,0,,26.1,0,,68.20000718,0,
6/1/2018 0:30,1.3,0,,8.5891344,0,,7.09,0,,80.4,0,,7.94,0,,4.23,0,,7.632,0,,20.2,0,,68.51000715,0,
6/1/2018 0:45,2,0,,8.5727304,0,,6.91,0,,77.9,0,,7.95,0,,4.49,0,,8.065,0,,23.4,0,,67.80000722,0,
6/1/2018 1:00,1.8,0,,8.513676,0,,7.01,0,,78.7,0,,7.96,0,,4.92,0,,8.777,0,,28.8,0,,67.24000728,0,
6/1/2018 1:15,2,0,,8.4382176,0,,6.83,0,,76.5,0,,7.93,0,,5.36,0,,9.507,0,,36.1,0,,66.82000732,0,
6/1/2018 1:30,2.9,0,,8.3430744,0,,6.8,0,,76.2,0,,7.95,0,,5.58,0,,9.878,0,,39.1,0,,66.66000733,0,
6/1/2018 1:45,1.7,0,,8.2118424,0,,6.73,0,,75.4,0,,7.93,0,,5.74,0,,10.13,0,,38,0,,66.59000734,0,
6/1/2018 2:00,2.2,0,,8.070768,0,,6.67,0,,74.7,0,,7.93,0,,5.91,0,,10.41,0,,34.3,0,,66.45000736,0,
6/1/2018 2:15,2,0,,7.8936048,0,,6.75,0,,75.7,0,,7.93,0,,5.98,0,,10.52,0,,28.3,0,,66.50000735,0,
6/1/2018 2:30,1.7,0,,7.7033184,0,,6.66,0,,74.7,0,,7.92,0,,6.03,0,,10.62,0,,27.3,0,,66.50000735,0,
6/1/2018 2:45,2,0,,7.4572584,0,,6.54,0,,73.3,0,,7.93,0,,6.12,0,,10.76,0,,29.2,0,,66.53000735,0,
6/1/2018 3:00,1.7,0,,7.2046368,0,,6.26,0,,70.1,0,,7.91,0,,6.21,0,,10.9,0,,17.9,0,,66.39000736,0,
6/1/2018 3:15,2.1,0,,6.9257688,0,,6.48,0,,72.7,0,,7.89,0,,6.28,0,,11.01,0,,21.1,0,,66.41000736,0,
6/1/2018 3:30,2.4,0,,6.6567432,0,,6.68,0,,75,0,,7.92,0,,5.94,0,,10.46,0,,33.5,0,,66.74000733,0,
6/1/2018 3:45,2.2,0,,6.4172448,0,,6.89,0,,78,0,,7.96,0,,5.07,0,,9.026,0,,36.7,0,,67.90000721,0,
6/1/2018 4:00,1.7,0,,6.2138352,0,,6.9,0,,78.2,0,,7.96,0,,4.97,0,,8.876,0,,29.4,0,,68.0200072,0,
6/1/2018 4:15,1.6,0,,5.9940216,0,,6.72,0,,76.1,0,,7.89,0,,4.86,0,,8.682,0,,24.2,0,,68.0300072,0,
6/1/2018 4:30,2.4,0,,5.8201392,0,,6.83,0,,77.4,0,,7.91,0,,4.78,0,,8.551,0,,21,0,,68.22000718,0,
6/1/2018 4:45,1.9,0,,5.6364144,0,,6.67,0,,75.7,0,,7.9,0,,4.64,0,,8.319,0,,17.4,0,,68.40000716,0,
6/1/2018 5:00,2.2,0,,5.4526896,0,,7.04,0,,80,0,,7.9,0,,4.59,0,,8.229,0,,16.1,0,,68.46000715,0,
6/1/2018 5:15,2.8,0,,5.2853688,0,,7.18,0,,81.7,0,,7.96,0,,4.5,0,,8.087,0,,16.1,0,,68.62000714,0,
6/1/2018 5:30,3.3,0,,5.101644,0,,7.19,0,,81.7,0,,7.92,0,,4.41,0,,7.933,0,,15.1,0,,68.60000714,0,
6/1/2018 5:45,1.6,0,,4.954008,0,,6.87,0,,78.1,0,,7.9,0,,4.35,0,,7.841,0,,12,0,,68.65000714,0,
6/1/2018 6:00,1.4,0,,4.822776,0,,7.23,0,,82.1,0,,7.92,0,,4.33,0,,7.804,0,,14.3,0,,68.66000713,0,
6/1/2018 6:15,0.8,0,,4.7276328,0,,7.02,0,,79.8,0,,7.92,0,,4.3,0,,7.745,0,,13.4,0,,68.65000714,0,
6/1/2018 6:30,1.7,0,,4.6488936,0,,6.92,0,,78.5,0,,7.91,0,,4.28,0,,7.718,0,,17.9,0,,68.63000714,0,
6/1/2018 6:45,1.6,0,,4.5996816,0,,7,0,,79.5,0,,7.92,0,,4.25,0,,7.663,0,,16.9,0,,68.60000714,0,
6/1/2018 7:00,2.2,0,,4.5832776,0,,7.15,0,,81.1,0,,7.92,0,,4.22,0,,7.613,0,,18.4,0,,68.58000714,0,
6/1/2018 7:15,1.9,0,,4.5964008,0,,6.88,0,,78,0,,7.88,0,,4.16,0,,7.508,0,,25.5,0,,68.50000715,0,
6/1/2018 7:30,2.1,0,,4.7112288,0,,7.06,0,,80,0,,7.85,0,,4.13,0,,7.469,0,,18.2,0,,68.52000715,0,
6/1/2018 7:45,1.9,0,,4.8424608,0,,6.92,0,,78.4,0,,7.83,0,,4.12,0,,7.45,0,,18.6,0,,68.50000715,0,
6/1/2018 8:00,2.5,0,,5.0130624,0,,6.82,0,,77.2,0,,7.81,0,,4.08,0,,7.379,0,,17.5,0,,68.52000715,0,
6/1/2018 8:15,2.7,0,,5.183664,0,,6.86,0,,77.7,0,,7.82,0,,4.07,0,,7.363,0,,20.2,0,,68.52000715,0,
6/1/2018 8:30,3.3,0,,5.3608272,0,,6.99,0,,79.1,0,,7.81,0,,4.02,0,,7.278,0,,17.7,0,,68.55000715,0,
6/1/2018 8:45,2.4,0,,5.5347096,0,,7.26,0,,82.1,0,,7.85,0,,3.76,0,,6.829,0,,41.3,0,,68.60000714,0,
6/1/2018 9:00,3.2,0,,5.7053112,0,,7.37,0,,83.4,0,,7.87,0,,3.79,0,,6.892,0,,27.2,0,,68.65000714,0,
6/1/2018 9:15,2.7,0,,5.8955976,0,,7.44,0,,84.3,0,,7.91,0,,3.78,0,,6.877,0,,29.7,0,,68.67000713,0,
6/1/2018 9:30,2.6,0,,6.1088496,0,,7.46,0,,84.5,0,,7.92,0,,3.81,0,,6.926,0,,28.8,0,,68.66000713,0,
6/1/2018 9:45,3,0,,6.3549096,0,,7.36,0,,83.4,0,,7.91,0,,3.91,0,,7.093,0,,32,0,,68.63000714,0,
6/1/2018 10:00,3.5,0,,6.5583192,0,,7.39,0,,83.8,0,,7.92,0,,3.88,0,,7.041,0,,32.5,0,,68.66000713,0,
6/1/2018 10:15,2.9,0,,6.7781328,0,,7.06,0,,80.1,0,,7.97,0,,3.93,0,,7.132,0,,31.7,0,,68.74000713,0,
6/1/2018 10:30,2.9,0,,6.9487344,0,,7.2,0,,81.8,0,,8.01,0,,4.03,0,,7.29,0,,26,0,,68.76000712,0,
6/1/2018 10:45,2.7,0,,7.1160552,0,,7.27,0,,82.7,0,,8.01,0,,4.09,0,,7.404,0,,25.4,0,,68.85000712,0,
6/1/2018 11:00,2.4,0,,7.266972,0,,7.24,0,,82.4,0,,7.98,0,,4.15,0,,7.5,0,,27.5,0,,68.90000711,0,
6/1/2018 11:15,3.8,0,,7.4211696,0,,7.23,0,,82.4,0,,7.99,0,,4.19,0,,7.558,0,,30.4,0,,68.9800071,0,
6/1/2018 11:30,3.3,0,,7.5524016,0,,7.29,0,,83.2,0,,7.99,0,,4.15,0,,7.498,0,,22.6,0,,69.15000709,0,
6/1/2018 11:45,3.6,0,,7.660668,0,,7.2,0,,82.3,0,,7.97,0,,4.18,0,,7.553,0,,18.1,0,,69.27000707,0,
6/1/2018 12:00,3.9,0,,7.7558112,0,,7.18,0,,82.1,0,,7.97,0,,4.19,0,,7.575,0,,19.9,0,,69.40000706,0,
6/1/2018 12:15,3,0,,7.8312696,0,,7.25,0,,83.2,0,,7.98,0,,4.2,0,,7.588,0,,21.3,0,,69.59000704,0,
6/1/2018 12:30,3.8,0,,7.8772008,0,,7.15,0,,82.2,0,,7.98,0,,4.21,0,,7.599,0,,19.7,0,,69.71000703,0,
6/1/2018 12:45,4.1,0,,7.8936048,0,,7.2,0,,82.8,0,,7.98,0,,4.21,0,,7.604,0,,17.9,0,,69.85000702,0,
6/1/2018 13:00,5.6,0,,7.8936048,0,,7.05,0,,81.2,0,,7.98,0,,4.21,0,,7.603,0,,16.1,0,,69.990007,0,
6/1/2018 13:15,3.7,0,,7.8476736,0,,7.12,0,,82.4,0,,7.93,0,,4.15,0,,7.498,0,,18.1,0,,70.34000697,0,
6/1/2018 13:30,3.4,0,,7.7820576,0,,7.38,0,,85.2,0,,7.93,0,,4.08,0,,7.382,0,,18.2,0,,70.29000697,0,
6/1/2018 13:45,3,0,,7.6901952,0,,7.49,0,,86.3,0,,7.92,0,,4.02,0,,7.275,0,,17.4,0,,70.10000699,0,
6/1/2018 14:00,1.6,0,,7.595052,0,,7.35,0,,84.1,0,,7.91,0,,4.05,0,,7.333,0,,16.6,0,,69.48000705,0,
6/1/2018 14:15,1.9,0,,7.447416,0,,7.23,0,,82.2,0,,7.92,0,,4.12,0,,7.444,0,,19.8,0,,68.89000711,0,
6/1/2018 14:30,1.5,0,,7.283376,0,,7.11,0,,80.3,0,,7.92,0,,4.34,0,,7.817,0,,20.1,0,,68.12000719,0,
6/1/2018 14:45,1.4,0,,7.0963704,0,,6.77,0,,76.3,0,,7.91,0,,4.58,0,,8.217,0,,18.6,0,,67.76000722,0,
6/1/2018 15:00,1.4,0,,6.8929608,0,,6.48,0,,73,0,,7.89,0,,4.73,0,,8.464,0,,20.2,0,,67.60000724,0,
6/1/2018 15:15,1.3,0,,6.6501816,0,,6.19,0,,69.6,0,,7.87,0,,4.92,0,,8.775,0,,17.8,0,,67.42000726,0,
6/1/2018 15:30,2.1,0,,6.4238064,0,,6.9,0,,78.2,0,,7.9,0,,4.8,0,,8.581,0,,23.1,0,,68.11000719,0,
6/1/2018 15:45,2.4,0,,6.1974312,0,,7.15,0,,81.5,0,,7.93,0,,4.46,0,,8.011,0,,35.5,0,,68.84000712,0,
6/1/2018 16:00,2.1,0,,5.9940216,0,,7.18,0,,82,0,,7.95,0,,4.44,0,,7.978,0,,27.8,0,,69.0100071,0,
6/1/2018 16:15,2.5,0,,5.8004544,0,,7.27,0,,83.1,0,,7.96,0,,4.24,0,,7.65,0,,32.9,0,,69.27000707,0,
6/1/2018 16:30,1.6,0,,5.6626608,0,,7.39,0,,84.6,0,,7.95,0,,4.14,0,,7.486,0,,30.4,0,,69.43000706,0,
6/1/2018 16:45,2.8,0,,5.5051824,0,,7.46,0,,85.5,0,,7.97,0,,4.03,0,,7.303,0,,29,0,,69.67000703,0,
6/1/2018 17:00,2.2,0,,5.3870736,0,,7.28,0,,83.4,0,,8.01,0,,4.03,0,,7.298,0,,22.4,0,,69.63000704,0,
6/1/2018 17:15,2.4,0,,5.2361568,0,,7.22,0,,82.8,0,,8.02,0,,4.02,0,,7.279,0,,26,0,,69.68000703,0,
6/1/2018 17:30,2.3,0,,5.118048,0,,7.18,0,,82.5,0,,8.01,0,,3.98,0,,7.221,0,,17.2,0,,69.79000702,0,
6/1/2018 17:45,2.6,0,,5.0065008,0,,7.14,0,,82.1,0,,7.94,0,,3.99,0,,7.23,0,,16.4,0,,69.93000701,0,
6/1/2018 18:00,2.4,0,,4.9244808,0,,7.24,0,,83.5,0,,8.01,0,,3.91,0,,7.097,0,,16.5,0,,70.20000698,0,
6/1/2018 18:15,2,0,,4.8621456,0,,7.01,0,,80.9,0,,7.99,0,,3.9,0,,7.076,0,,17.3,0,,70.31000697,0,
6/1/2018 18:30,2,0,,4.8588648,0,,6.97,0,,80.9,0,,7.97,0,,3.89,0,,7.057,0,,14.5,0,,70.79000692,0,
6/1/2018 18:45,3.3,0,,4.855584,0,,7.44,0,,87.1,0,,8.03,0,,3.88,0,,7.053,0,,14.2,0,,71.64000684,0,
6/1/2018 19:00,2.6,0,,4.9146384,0,,7.23,0,,84.4,0,,8.01,0,,3.91,0,,7.094,0,,14.3,0,,71.46000685,0,
6/1/2018 19:15,1.4,0,,5.019624,0,,7.13,0,,83.1,0,,7.96,0,,3.92,0,,7.112,0,,10.6,0,,71.29000687,0,
6/1/2018 19:30,2.4,0,,5.1311712,0,,7.74,0,,90.6,0,,7.97,0,,3.87,0,,7.032,0,,14,0,,71.73000683,0,
6/1/2018 19:45,3.5,0,,5.2722456,0,,7.62,0,,89.6,0,,7.99,0,,3.84,0,,6.977,0,,12.7,0,,72.10000679,0,
6/1/2018 20:00,1.4,0,,5.3870736,0,,7.65,0,,90.3,0,,7.97,0,,3.83,0,,6.964,0,,12.9,0,,72.47000675,0,
6/1/2018 20:15,4,0,,5.5576752,0,,7.71,0,,90.3,0,,7.95,0,,3.82,0,,6.943,0,,26.5,0,,71.84000682,0,
6/1/2018 20:30,4.2,0,,5.7479616,0,,8.16,0,,96.1,0,,7.94,0,,3.8,0,,6.914,0,,26.4,0,,72.25000678,0,
6/1/2018 20:45,4.4,0,,5.938248,0,,8.04,0,,94.4,0,,7.97,0,,3.87,0,,7.027,0,,30.3,0,,71.9900068,0,
6/1/2018 21:00,4.1,0,,6.1515,0,,7.66,0,,89.2,0,,7.93,0,,3.89,0,,7.061,0,,30.4,0,,71.26000687,0,
6/1/2018 21:15,3.9,0,,6.4008408,0,,7.77,0,,90.8,0,,7.95,0,,3.91,0,,7.105,0,,29.7,0,,71.50000685,0,
6/1/2018 21:30,4.3,0,,6.6469008,0,,7.92,0,,93.4,0,,7.95,0,,3.91,0,,7.101,0,,33.4,0,,72.37000676,0,
6/1/2018 21:45,3.9,0,,6.8962416,0,,7.75,0,,91.1,0,,7.96,0,,3.98,0,,7.225,0,,34.3,0,,72.0400068,0,
6/1/2018 22:00,4.3,0,,7.13574,0,,7.66,0,,90,0,,7.97,0,,4.02,0,,7.292,0,,30,0,,71.86000681,0,
6/1/2018 22:15,3.8,0,,7.348992,0,,7.46,0,,88.2,0,,7.95,0,,4,0,,7.264,0,,27.2,0,,72.56000674,0,
6/1/2018 22:30,3.9,0,,7.5392784,0,,7.6,0,,89.6,0,,7.96,0,,4.03,0,,7.302,0,,24.9,0,,72.34000677,0,
6/1/2018 22:45,3.7,0,,7.7328456,0,,7.56,0,,89.1,0,,7.94,0,,4.03,0,,7.31,0,,22.3,0,,72.19000678,0,
6/1/2018 23:00,2.3,0,,7.9329744,0,,7.59,0,,89.3,0,,7.93,0,,4.03,0,,7.3,0,,20.5,0,,72.07000679,0,
6/1/2018 23:15,2.7,0,,8.136384,0,,7.51,0,,88.2,0,,7.93,0,,4.03,0,,7.312,0,,22,0,,71.9800068,0,
6/1/2018 23:30,3,0,,8.2905816,0,,7.48,0,,88,0,,7.94,0,,4.05,0,,7.343,0,,25.7,0,,72.06000679,0,
6/1/2018 23:45,3.3,0,,8.415252,0,,7.41,0,,87.5,0,,7.95,0,,4.06,0,,7.354,0,,20,0,,72.33000677,0,
6/2/2018 0:00,3.1,0,,8.513676,0,,7.5,0,,88.2,0,,7.96,0,,4.02,0,,7.292,0,,16.2,0,,72.0100068,0,
6/2/2018 0:15,1.9,0,,8.5891344,0,,7.01,0,,81.8,0,,7.91,0,,4.1,0,,7.428,0,,12.9,0,,71.33000687,0,
6/2/2018 0:30,1.7,0,,8.6645928,0,,6.92,0,,79.4,0,,7.88,0,,4.33,0,,7.804,0,,17.4,0,,69.48000705,0,
6/2/2018 0:45,1.6,0,,8.7203664,0,,7.07,0,,81.6,0,,7.89,0,,4.35,0,,7.833,0,,16.9,0,,70.06000699,0,
6/2/2018 1:00,1.2,0,,8.7367704,0,,6.32,0,,72.1,0,,7.88,0,,4.69,0,,8.397,0,,17.3,0,,68.87000711,0,
6/2/2018 1:15,1.6,0,,8.7006816,0,,6.86,0,,78.9,0,,7.88,0,,4.47,0,,8.045,0,,22.9,0,,69.75000703,0,
6/2/2018 1:30,2.6,0,,8.6711544,0,,6.86,0,,78,0,,7.87,0,,5.05,0,,9.002,0,,24.1,0,,68.29000717,0,
6/2/2018 1:45,2.9,0,,8.5727304,0,,6.8,0,,77,0,,7.95,0,,5.33,0,,9.467,0,,30.2,0,,67.80000722,0,
6/2/2018 2:00,1.5,0,,8.4907104,0,,6.73,0,,75.9,0,,7.92,0,,5.64,0,,9.968,0,,29.3,0,,67.26000727,0,
6/2/2018 2:15,1.8,0,,8.3922864,0,,6.32,0,,71.1,0,,7.92,0,,5.81,0,,10.25,0,,25.5,0,,67.0200073,0,
6/2/2018 2:30,1.3,0,,8.251212,0,,6.63,0,,74.6,0,,7.93,0,,5.96,0,,10.5,0,,36.3,0,,66.85000732,0,
6/2/2018 2:45,1.9,0,,8.0904528,0,,6.57,0,,73.9,0,,7.92,0,,6.14,0,,10.78,0,,27.9,0,,66.72000733,0,
6/2/2018 3:00,1.4,0,,7.8772008,0,,6.34,0,,71.3,0,,7.9,0,,6.31,0,,11.06,0,,30.4,0,,66.62000734,0,
6/2/2018 3:15,1.5,0,,7.6475448,0,,6.46,0,,72.8,0,,7.9,0,,6.35,0,,11.13,0,,29.3,0,,66.73000733,0,
6/2/2018 3:30,1.1,0,,7.3752384,0,,5.94,0,,66.8,0,,7.87,0,,6.6,0,,11.54,0,,13.6,0,,66.43000736,0,
6/2/2018 3:45,1,0,,7.0996512,0,,6.08,0,,68.3,0,,7.84,0,,6.8,0,,11.86,0,,29.3,0,,66.21000738,0,
6/2/2018 4:00,2.1,0,,6.8339064,0,,6.49,0,,73.5,0,,7.87,0,,6.39,0,,11.2,0,,25.2,0,,67.25000728,0,
6/2/2018 4:15,1.7,0,,6.5976888,0,,6.35,0,,72.3,0,,7.85,0,,5.83,0,,10.29,0,,23.9,0,,68.0100072,0,
6/2/2018 4:30,2.3,0,,6.3942792,0,,6.82,0,,78.3,0,,7.96,0,,5.21,0,,9.273,0,,36.7,0,,69.0400071,0,
6/2/2018 4:45,1.9,0,,6.2039928,0,,6.28,0,,71.6,0,,7.92,0,,5.52,0,,9.786,0,,21.8,0,,68.37000716,0,
6/2/2018 5:00,2.6,0,,6.020268,0,,6.85,0,,78.5,0,,7.94,0,,5.13,0,,9.142,0,,25.1,0,,69.0500071,0,
6/2/2018 5:15,2.3,0,,5.8299816,0,,6.59,0,,75.6,0,,7.93,0,,5.05,0,,8.999,0,,26.9,0,,69.17000708,0,
6/2/2018 5:30,2.4,0,,5.6528184,0,,6.87,0,,78.9,0,,7.94,0,,4.76,0,,8.528,0,,21,0,,69.48000705,0,
6/2/2018 5:45,2.3,0,,5.478936,0,,6.8,0,,78.3,0,,7.93,0,,4.61,0,,8.28,0,,14.7,0,,69.76000702,0,
6/2/2018 6:00,0.9,0,,5.3083344,0,,6.75,0,,78,0,,7.92,0,,4.54,0,,8.16,0,,11.7,0,,70.18000698,0,
6/2/2018 6:15,1.9,0,,5.16726,0,,6.8,0,,78.8,0,,7.92,0,,4.54,0,,8.163,0,,11.3,0,,70.30000697,0,
6/2/2018 6:30,1.5,0,,5.0655552,0,,6.49,0,,75.1,0,,7.91,0,,4.56,0,,8.185,0,,12.4,0,,70.20000698,0,
6/2/2018 6:45,1.9,0,,4.9769736,0,,6.93,0,,80.1,0,,7.95,0,,4.52,0,,8.116,0,,16.4,0,,70.08000699,0,
6/2/2018 7:00,1.4,0,,4.8949536,0,,6.9,0,,79.7,0,,7.95,0,,4.46,0,,8.029,0,,15.9,0,,70.08000699,0,
6/2/2018 7:15,2.3,0,,4.8424608,0,,6.61,0,,76.3,0,,7.93,0,,4.39,0,,7.908,0,,22.5,0,,70.08000699,0,
6/2/2018 7:30,2.2,0,,4.822776,0,,6.96,0,,80.3,0,,7.96,0,,4.34,0,,7.825,0,,15.6,0,,70.13000699,0,
6/2/2018 7:45,1.7,0,,4.8457416,0,,6.64,0,,76.6,0,,7.94,0,,4.28,0,,7.729,0,,22.8,0,,70.15000699,0,
6/2/2018 8:00,1.9,0,,4.9146384,0,,6.88,0,,79.4,0,,7.96,0,,4.24,0,,7.651,0,,13.6,0,,70.21000698,0,
6/2/2018 8:15,1.5,0,,5.0130624,0,,7.03,0,,81.2,0,,7.97,0,,4.2,0,,7.584,0,,21.8,0,,70.24000698,0,
6/2/2018 8:30,2,0,,5.1311712,0,,6.89,0,,79.5,0,,7.94,0,,4.16,0,,7.527,0,,23.7,0,,70.26000697,0,
6/2/2018 8:45,1.5,0,,5.2853688,0,,6.72,0,,77.6,0,,7.92,0,,4.13,0,,7.461,0,,19,0,,70.31000697,0,
6/2/2018 9:00,2.8,0,,5.4592512,0,,7.05,0,,81.5,0,,7.93,0,,3.99,0,,7.237,0,,21.9,0,,70.46000695,0,
6/2/2018 9:15,3,0,,5.610168,0,,7.15,0,,82.8,0,,7.96,0,,3.84,0,,6.978,0,,24.6,0,,70.70000693,0,
6/2/2018 9:30,2.3,0,,5.757804,0,,6.97,0,,80.8,0,,7.96,0,,3.85,0,,6.994,0,,18.5,0,,70.76000692,0,
6/2/2018 9:45,2.3,0,,5.9185632,0,,7.35,0,,85.6,0,,7.99,0,,3.91,0,,7.105,0,,27.1,0,,71.23000688,0,
6/2/2018 10:00,3.2,0,,6.1154112,0,,7.37,0,,86,0,,8,0,,3.93,0,,7.139,0,,26.6,0,,71.28000687,0,
6/2/2018 10:15,3.1,0,,6.3221016,0,,7.23,0,,84.7,0,,8,0,,3.98,0,,7.226,0,,25.2,0,,71.72000683,0,
6/2/2018 10:30,3.6,0,,6.4861416,0,,7.52,0,,88.3,0,,8.03,0,,3.89,0,,7.067,0,,27.3,0,,71.89000681,0,
6/2/2018 10:45,4.2,0,,6.6731472,0,,7.49,0,,88.4,0,,8.05,0,,3.91,0,,7.105,0,,22.9,0,,72.34000677,0,
6/2/2018 11:00,4.3,0,,6.8437488,0,,7.43,0,,87.6,0,,8.04,0,,3.99,0,,7.233,0,,23.8,0,,72.32000677,0,
6/2/2018 11:15,4.3,0,,7.0241928,0,,7.53,0,,89.3,0,,8.05,0,,4.02,0,,7.286,0,,21.7,0,,72.76000672,0,
6/2/2018 11:30,4.1,0,,7.201356,0,,7.69,0,,91.5,0,,8.07,0,,4.07,0,,7.381,0,,21.4,0,,73.17000668,0,
6/2/2018 11:45,4.2,0,,7.3358688,0,,7.7,0,,91.7,0,,8.09,0,,4.15,0,,7.522,0,,51.2,0,,73.17000668,0,
6/2/2018 12:00,3.4,0,,7.4736624,0,,7.64,0,,91.1,0,,8.08,0,,4.22,0,,7.63,0,,27,0,,73.31000667,0,
6/2/2018 12:15,2.4,0,,7.5983328,0,,7.65,0,,91.3,0,,8.08,0,,4.2,0,,7.593,0,,22.5,0,,73.29000667,0,
6/2/2018 12:30,2.6,0,,7.70988,0,,7.57,0,,90.2,0,,8.07,0,,4.25,0,,7.676,0,,23.5,0,,73.19000668,0,
6/2/2018 12:45,2.5,0,,7.775496,0,,7.5,0,,89.1,0,,8.06,0,,4.29,0,,7.749,0,,31.1,0,,72.82000672,0,
6/2/2018 13:00,2.1,0,,7.841112,0,,7.38,0,,87.1,0,,8.05,0,,4.24,0,,7.662,0,,27,0,,72.36000676,0,
6/2/2018 13:15,2.5,0,,7.9001664,0,,7.26,0,,85.9,0,,7.97,0,,4.28,0,,7.725,0,,23.7,0,,72.46000675,0,
6/2/2018 13:30,1.2,0,,7.8804816,0,,7.54,0,,90.1,0,,7.98,0,,4.26,0,,7.703,0,,19.4,0,,73.46000665,0,
6/2/2018 13:45,2.8,0,,7.8476736,0,,7.58,0,,91,0,,8.06,0,,4.17,0,,7.557,0,,14.1,0,,73.85000662,0,
6/2/2018 14:00,2.4,0,,7.7886192,0,,7.44,0,,89.2,0,,8.04,0,,4.21,0,,7.614,0,,17.5,0,,73.88000661,0,
6/2/2018 14:15,1.4,0,,7.70988,0,,7.36,0,,88.2,0,,8.02,0,,4.24,0,,7.667,0,,16.3,0,,73.63000664,0,
6/2/2018 14:30,1.9,0,,7.6048944,0,,7.32,0,,86.6,0,,8.03,0,,4.26,0,,7.704,0,,19.6,0,,72.54000675,0,
6/2/2018 14:45,1.7,0,,7.513032,0,,7.2,0,,83.3,0,,7.99,0,,4.38,0,,7.89,0,,21.6,0,,70.27000697,0,
6/2/2018 15:00,2.8,0,,7.4244504,0,,7.15,0,,82.1,0,,8,0,,4.41,0,,7.939,0,,26,0,,69.59000704,0,
6/2/2018 15:15,2.1,0,,7.2735336,0,,6.89,0,,78.5,0,,7.98,0,,4.74,0,,8.489,0,,20.3,0,,68.64000714,0,
6/2/2018 15:30,2,0,,7.0504392,0,,6.99,0,,79.6,0,,7.99,0,,4.92,0,,8.794,0,,25,0,,68.62000714,0,
6/2/2018 15:45,1.4,0,,6.8339064,0,,6.89,0,,78.3,0,,7.97,0,,5.12,0,,9.11,0,,30.9,0,,68.20000718,0,
6/2/2018 16:00,2,0,,6.6239352,0,,6.78,0,,77.1,0,,7.96,0,,5.13,0,,9.127,0,,23.2,0,,68.31000717,0,
6/2/2018 16:15,2.6,0,,6.3778752,0,,7.08,0,,82.5,0,,7.95,0,,4.8,0,,8.601,0,,25,0,,70.69000693,0,
6/2/2018 16:30,3.3,0,,6.1875888,0,,7.63,0,,90.2,0,,8.09,0,,4.46,0,,8.03,0,,31.2,0,,72.26000677,0,
6/2/2018 16:45,3.1,0,,6.0465144,0,,7.72,0,,91.4,0,,8.11,0,,4.32,0,,7.789,0,,26.5,0,,72.51000675,0,
6/2/2018 17:00,1.7,0,,5.889036,0,,7.56,0,,89.5,0,,8.11,0,,4.3,0,,7.768,0,,27.5,0,,72.46000675,0,
6/2/2018 17:15,3.3,0,,5.7610848,0,,7.7,0,,91.2,0,,8.12,0,,4.3,0,,7.759,0,,20.9,0,,72.62000674,0,
6/2/2018 17:30,2.4,0,,5.6298528,0,,7.54,0,,88.7,0,,8.1,0,,4.34,0,,7.837,0,,26.1,0,,71.93000681,0,
6/2/2018 17:45,3.8,0,,5.4986208,0,,7.66,0,,91.1,0,,8.13,0,,4.15,0,,7.507,0,,41.2,0,,72.95000671,0,
6/2/2018 18:00,4.1,0,,5.396916,0,,7.65,0,,90.5,0,,8.14,0,,4.28,0,,7.731,0,,60.4,0,,72.44000676,0,
6/2/2018 18:15,4.5,0,,5.216472,0,,7.88,0,,93.9,0,,8.2,0,,4.11,0,,7.454,0,,53.4,0,,73.21000668,0,
6/2/2018 18:30,4.5,0,,5.0885208,0,,7.9,0,,94.1,0,,8.2,0,,4.12,0,,7.466,0,,42.4,0,,73.28000667,0,
6/2/2018 18:45,3.9,0,,5.0065008,0,,7.83,0,,93.2,0,,8.18,0,,4.15,0,,7.505,0,,45.4,0,,73.12000669,0,
6/2/2018 19:00,3.4,0,,5.019624,0,,7.85,0,,93.7,0,,8.19,0,,4.07,0,,7.375,0,,43.1,0,,73.46000665,0,
6/2/2018 19:15,3.1,0,,5.0229048,0,,7.71,0,,92.3,0,,8.15,0,,3.98,0,,7.225,0,,39.1,0,,73.68000663,0,
6/2/2018 19:30,3.3,0,,5.036028,0,,7.94,0,,95.3,0,,8.21,0,,3.9,0,,7.098,0,,47.9,0,,74.0100066,0,
6/2/2018 19:45,3.5,0,,5.036028,0,,7.93,0,,95.1,0,,8.21,0,,3.88,0,,7.059,0,,36.9,0,,73.9800066,0,
6/2/2018 20:00,3.2,0,,5.036028,0,,8,0,,95.9,0,,8.23,0,,3.85,0,,7.015,0,,43.3,0,,74.0400066,0,
6/2/2018 20:15,3.6,0,,5.1246096,0,,7.95,0,,95.3,0,,8.22,0,,3.84,0,,6.991,0,,31.5,0,,73.92000661,0,
6/2/2018 20:30,3.3,0,,5.3083344,0,,7.86,0,,94.2,0,,8.2,0,,3.8,0,,6.924,0,,25.8,0,,73.94000661,0,
