"DeploymentID","TimeStamp","Temp","pH","pHmv","Cond","DOpct","DOmgl","DOgain","Turbidity","Depth","KnownInvaildValue"
"2","2018-09-19 12:15:00","22.31","5.76","3.4","1.15","414.5","35.91","-999","12.9","3.51","1"
"2","2018-09-19 12:00:00","22.3","5.75","3.8","1.123","999.9","999.99","-999","12.3","3.504","1"
"2","2018-09-19 11:45:00","22.25","5.71","5.5","1.126","535.1","46.42","-999","12.3","3.538","1"
"2","2018-09-19 11:30:00","22.25","5.78","2.5","1.094","999.9","159.52","-999","18.9","3.539","1"
"2","2018-09-19 11:15:00","22.22","5.81","1","1.082","999.9","999.99","-999","17","3.534","1"
"2","2018-09-19 11:00:00","22.22","5.76","3.1","1.098","-21.4","-1.86","-999","19.1","3.537","1"
"2","2018-09-19 10:45:00","22.04","5.75","3.6","1.082","-99.9","-99.99","-999","14","3.529","1"
"2","2018-09-19 10:30:00","22.16","5.8","1.7","1.067","-99.9","-99.99","-999","10","3.527","1"
"2","2018-09-19 10:15:00","22.21","5.88","-2","1.058","-99.9","-20.44","-999","11.3","3.525","1"
"2","2018-09-19 10:00:00","22.16","5.88","-1.6","1.055","782.2","67.99","-999","25.4","3.529","1"
"2","2018-09-19 09:45:00","22.12","5.85","-0.6","1.049","999.9","999.99","-999","16.1","3.52","1"
"2","2018-09-19 09:30:00","22.16","5.93","-3.9","1.039","913.3","79.39","-999","11.2","3.509","1"
"2","2018-09-19 09:15:00","22.19","5.94","-4.4","1.041","999.9","170.47","-999","12.7","3.504","1"
"2","2018-09-19 09:00:00","22.22","5.92","-3.5","1.044","5.3","0.46","-999","22.9","3.498","1"
"2","2018-09-19 08:45:00","22.18","5.87","-1.6","1.049","331.6","28.81","-999","20.6","3.499","1"
"2","2018-09-19 08:30:00","22.15","6","-6.8","1.048","-99.9","-99.99","-999","18.9","3.494","1"
"2","2018-09-19 08:15:00","22.2","6.03","-7.9","1.047","999.9","999.99","-999","33.4","3.489","1"
"2","2018-09-19 08:00:00","22.17","6.04","-8.4","1.044","999.9","539.91","-999","35.4","3.487","1"
"2","2018-09-19 07:45:00","22.23","6.04","-8.5","1.043","45.8","3.97","-999","25.9","3.49","1"
"2","2018-09-19 07:30:00","22.21","6.01","-7.4","1.072","56","4.87","-999","24.5","3.481","1"
"2","2018-09-19 07:15:00","22.23","6.04","-8.7","1.068","-50","-4.34","-999","34.8","3.477","1"
"2","2018-09-19 07:00:00","22.28","6.02","-7.8","1.06","-99.9","-25.2","-999","28","3.471","1"
"2","2018-09-19 06:45:00","22.22","5.98","-6.1","1.063","31.4","2.73","-999","25.2","3.465","1"
"2","2018-09-19 06:30:00","22.18","6.01","-7.2","1.043","26.4","2.29","-999","24.6","3.461","1"
"2","2018-09-19 06:15:00","22.27","5.98","-5.9","1.043","12.7","1.1","-999","33.9","3.456","1"
"2","2018-09-19 06:00:00","22.23","6.01","-7.2","1.044","999.9","307.19","-999","34.2","3.454","1"
"2","2018-09-19 05:45:00","22.19","6.02","-7.8","1.052","47.8","4.15","-999","27","3.447","1"
"2","2018-09-19 05:30:00","22.23","5.98","-6","1.06","25.9","2.25","-999","37","3.441","1"
"2","2018-09-19 05:15:00","22.28","5.98","-6.1","1.056","999.9","449.46","-999","13.1","3.422","1"
"2","2018-09-19 05:00:00","22.28","5.95","-4.7","1.05","557.4","48.34","-999","32.6","3.421","1"
"2","2018-09-19 04:45:00","22.24","5.98","-6.1","1.045","163","14.15","-999","24.7","3.418","1"
"2","2018-09-19 04:30:00","22.26","5.98","-5.8","1.041","60.5","5.25","-999","33.9","3.41","1"
"2","2018-09-19 04:15:00","22.25","6","-6.9","1.032","-59.2","-5.14","-999","26.6","3.407","1"
"2","2018-09-19 04:00:00","22.25","6.03","-8.1","1.032","196.2","17.03","-999","32.1","3.403","1"
"2","2018-09-19 03:45:00","22.17","6","-6.9","1.029","-76.1","-6.61","-999","31.3","3.407","1"
"2","2018-09-19 03:30:00","22.21","5.99","-6.4","1.035","-99.9","-99.99","-999","30.2","3.412","1"
"2","2018-09-19 03:15:00","22.21","5.98","-6","1.038","9.8","0.85","-999","25.2","3.412","1"
"2","2018-09-19 03:00:00","22.23","6","-6.7","1.034","29.4","2.55","-999","30.9","3.413","1"
"2","2018-09-19 02:45:00","22.16","5.97","-5.7","1.03","-99.9","-12.69","-999","26.6","3.412","1"
"2","2018-09-19 02:30:00","22.21","5.97","-5.6","1.03","-99.9","-36.91","-999","24.5","3.414","1"
"2","2018-09-19 02:15:00","22.21","5.94","-4.3","1.028","17.2","1.49","-999","16.4","3.411","1"
"2","2018-09-19 02:00:00","22.13","5.99","-6.4","1.031","58","5.05","-999","30","3.401","1"
"2","2018-09-19 01:45:00","22.23","6.02","-7.5","1.028","-70.8","-6.15","-999","30.6","3.399","1"
"2","2018-09-19 01:30:00","22.21","6","-6.9","1.037","14.5","1.26","-999","27.4","3.401","1"
"2","2018-09-19 01:15:00","22.21","6.06","-9.3","1.031","16","1.39","-999","25.3","3.399","1"
"2","2018-09-19 01:00:00","22.22","6.03","-8","1.022","17.4","1.51","-999","29.3","3.398","1"
"2","2018-09-19 00:45:00","22.17","6.07","-9.9","1.02","-99.9","-99.99","-999","31.3","3.395","1"
"2","2018-09-19 00:30:00","22.16","6.08","-10.1","1.02","13.3","1.16","-999","24.4","3.397","1"
"2","2018-09-19 00:15:00","22.2","6.12","-11.7","1.011","-99.9","-52.75","-999","23.9","3.396","1"
"2","2018-09-19 00:00:00","22.23","6.11","-11.4","1.009","44.7","3.88","-999","28.7","3.395","1"
"2","2018-09-18 23:45:00","22.17","6.12","-11.9","1.011","-99.9","-99.99","-999","30.4","3.398","1"
"2","2018-09-18 23:30:00","22.22","6.11","-11.3","1.008","19.2","1.67","-999","27.5","3.399","1"
"2","2018-09-18 23:15:00","22.18","6.1","-11.3","1.007","2.4","0.21","-999","23.4","3.395","1"
"2","2018-09-18 23:00:00","22.21","6.11","-11.4","1.009","-69.7","-6.05","-999","27.1","3.395","1"
"2","2018-09-18 22:45:00","22.2","6.12","-11.9","1.006","7.6","0.66","-999","17.4","3.4","1"
"2","2018-09-18 22:30:00","22.19","6.12","-11.9","1.005","-97.6","-8.479999","-999","25.6","3.395","1"
"2","2018-09-18 22:15:00","22.16","6.1","-11.2","1","-2.2","-0.19","-999","31.6","3.399","1"
"2","2018-09-18 22:00:00","22.23","6.14","-12.8","1.004","10.8","0.94","-999","26.2","3.398","1"
"2","2018-09-18 21:45:00","22.17","6.16","-13.8","1.004","3.7","0.32","-999","31.4","3.4","1"
"2","2018-09-18 21:30:00","22.24","6.15","-13.1","1.003","38.2","3.32","-999","22.2","3.4","1"
"2","2018-09-18 21:15:00","22.18","6.18","-14.5","1","-99.9","-99.99","-999","28.4","3.395","1"
"2","2018-09-18 21:00:00","22.18","6.22","-16","1","5.1","0.45","-999","69","3.392","1"
"2","2018-09-18 20:45:00","22.17","6.2","-15.1","0.989","650.2","56.52","-999","29.6","3.392","1"
"2","2018-09-18 20:30:00","22.17","6.22","-16.3","0.988","999.9","999.99","-999","25.6","3.388","1"
"2","2018-09-18 20:15:00","22.21","6.23","-16.6","0.99","-99.9","-99.99","-999","27.9","3.389","1"
"2","2018-09-18 20:00:00","22.14","6.23","-16.4","0.989","44.8","3.9","-999","29.7","3.386","1"
"2","2018-09-18 19:45:00","22.2","6.23","-16.5","0.989","29.3","2.55","-999","26.6","3.382","1"
"2","2018-09-18 19:30:00","22.18","6.23","-16.7","0.99","36.4","3.16","-999","28.6","3.374","1"
"2","2018-09-18 19:15:00","22.24","6.25","-17.3","0.989","-99.9","-99.99","-999","41.2","3.375","1"
"2","2018-09-18 19:00:00","22.18","6.25","-17.6","0.99","-1.5","-0.13","-999","49.2","3.367","1"
"2","2018-09-18 18:45:00","22.2","6.25","-17.4","0.991","83.3","7.24","-999","25","3.369","1"
"2","2018-09-18 18:30:00","22.23","6.24","-17","0.989","32.6","2.83","-999","21.6","3.37","1"
"2","2018-09-18 18:15:00","22.18","6.24","-17.1","0.991","-1.8","-0.16","-999","22.3","3.369","1"
"2","2018-09-18 18:00:00","22.22","6.24","-17.1","0.987","999.9","226.08","-999","11.6","3.369","1"
"2","2018-09-18 17:45:00","22.22","6.25","-17.4","0.989","-6.9","-0.6","-999","35.1","3.369","1"
"2","2018-09-18 17:30:00","22.2","6.26","-17.7","0.989","29.8","2.59","-999","25.4","3.356","1"
"2","2018-09-18 17:15:00","22.3","6.31","-19.9","0.987","999.9","999.99","-999","13.6","3.358","1"
"2","2018-09-18 17:00:00","22.18","6.27","-18.2","0.99","999.9","999.99","-999","18.6","3.351","1"
"2","2018-09-18 16:45:00","22.18","6.26","-17.8","0.988","15.5","1.34","-999","14.3","3.352","1"
"2","2018-09-18 16:30:00","22.17","6.25","-17.2","0.989","12.3","1.07","-999","18.7","3.349","1"
"2","2018-09-18 16:15:00","22.18","6.22","-16.3","0.99","-4.7","-0.41","-999","22.6","3.353","1"
"2","2018-09-18 16:00:00","22.18","6.28","-18.8","0.987","19.2","1.67","-999","20.8","3.359","1"
"2","2018-09-18 15:45:00","22.27","6.33","-20.6","0.985","999.9","999.99","-999","26.2","3.37","1"
"2","2018-09-18 15:30:00","22.29","6.35","-21.4","0.99","-49.7","-4.31","-999","30.9","3.369","1"
"2","2018-09-18 15:15:00","22.31","6.31","-19.8","0.989","-3.2","-0.28","-999","26.6","3.364","1"
"2","2018-09-18 15:00:00","22.18","6.24","-17.1","0.991","0.9","0.08","-999","29.1","3.361","1"
"2","2018-09-18 14:45:00","22.17","6.27","-18","0.989","-99.9","-45.88","-999","34.6","3.361","1"
"2","2018-09-18 14:30:00","22.12","6.26","-17.8","0.991","-49","-4.27","-999","27.7","3.344","1"
"2","2018-09-18 14:15:00","22.25","6.29","-19","0.989","-0.9","-0.08","-999","20.6","3.347","1"
"2","2018-09-18 14:00:00","22.28","6.28","-18.8","0.986","84.9","7.37","-999","31.1","3.346","1"
"2","2018-09-18 13:45:00","22.27","6.3","-19.4","0.99","42.8","3.71","-999","31.9","3.339","1"
"2","2018-09-18 13:30:00","22.25","6.25","-17.6","0.988","999.9","999.99","-999","33.8","3.348","1"
"2","2018-09-18 13:15:00","22.11","6.25","-17.6","0.992","-99.9","-11.28","-999","25","3.351","1"
"2","2018-09-18 13:00:00","22.11","6.23","-16.7","0.99","-49.5","-4.3","-999","29.5","3.349","1"
"2","2018-09-18 12:45:00","22.06","6.23","-16.4","0.993","2.8","0.24","-999","18","3.34","1"
"2","2018-09-18 12:30:00","22.28","6.3","-19.4","0.99","12.2","1.06","-999","23.1","3.344","1"
"2","2018-09-18 12:15:00","22.05","6.21","-15.7","0.99","29.4","2.56","-999","23.3","3.338","1"
"2","2018-09-18 12:00:00","22.2","6.21","-15.8","0.993","999.9","999.99","-999","19.6","3.336","1"
"2","2018-09-18 11:45:00","22.09","6.17","-14.1","0.993","-61.5","-5.35","-999","20.4","3.341","1"
"2","2018-09-18 11:30:00","22.14","6.17","-13.9","0.992","-99.9","-99.99","-999","16.9","3.342","1"
"2","2018-09-18 11:15:00","22.13","6.15","-13","0.996","14","1.22","-999","24.6","3.346","1"
"2","2018-09-18 11:00:00","22.09","6.13","-12.2","0.998","999.9","332.06","-999","14.8","3.342","1"
"2","2018-09-18 10:45:00","21.99","6.12","-12.1","0.995","999.9","999.99","-999","16.7","3.349","1"
"2","2018-09-18 10:30:00","22.07","6.16","-13.8","0.995","42.3","3.69","-999","16.5","3.346","1"
"2","2018-09-18 10:15:00","21.97","6.2","-15.1","0.993","865.6","75.52","-999","17.2","3.351","1"
"2","2018-09-18 10:00:00","22.12","6.25","-17.2","0.995","-49.9","-4.34","-999","16.4","3.353","1"
"2","2018-09-18 09:45:00","22.12","6.22","-16","0.99","88.8","7.72","-999","17.9","3.352","1"
"2","2018-09-18 09:30:00","22.09","6.18","-14.5","0.987","-50.2","-4.37","-999","23.2","3.365","1"
"2","2018-09-18 09:15:00","21.92","6.18","-14.5","0.989","509.4","44.49","-999","16.4","3.374","1"
"2","2018-09-18 09:00:00","22.08","6.18","-14.3","0.988","-99.9","-63.64","-999","31.8","3.368","1"
"2","2018-09-18 08:45:00","22.05","6.24","-17.2","0.988","24.6","2.15","-999","16.2","3.356","1"
"2","2018-09-18 08:30:00","22.1","6.39","-23.4","0.983","-99.9","-99.99","-999","20","3.362","1"
"2","2018-09-18 08:15:00","22.03","6.43","-24.9","0.983","999.9","168.06","-999","19.3","3.367","1"
"2","2018-09-18 08:00:00","22","6.5","-28.1","0.982","999.9","99.82","-999","27.7","3.372","1"
"2","2018-09-18 07:45:00","22.07","6.5","-27.9","0.983","4.5","0.39","-999","28.7","3.38","1"
"2","2018-09-18 07:30:00","22.17","6.53","-29.3","0.985","-99.9","-99.99","-999","28","3.379","1"
"2","2018-09-18 07:15:00","22.04","6.52","-28.6","0.985","-99.9","-99.99","-999","20","3.377","1"
"2","2018-09-18 07:00:00","22.07","6.53","-29.3","0.984","-4.5","-0.39","-999","17.2","3.376","1"
"2","2018-09-18 06:45:00","22.02","6.49","-27.5","0.986","-99.9","-99.99","-999","26.8","3.377","1"
"2","2018-09-18 06:30:00","21.96","6.4","-23.6","0.986","32.4","2.83","-999","22.9","3.383","1"
"2","2018-09-18 06:15:00","22.01","6.43","-24.9","0.985","5.5","0.48","-999","10.8","3.38","1"
"2","2018-09-18 06:00:00","21.99","6.46","-26.4","0.984","10.2","0.89","-999","19.2","3.377","1"
"2","2018-09-18 05:45:00","21.89","6.48","-27.2","0.986","260.8","22.79","-999","16.3","3.385","1"
"2","2018-09-18 05:30:00","22.04","6.47","-26.8","0.988","23.9","2.08","-999","16","3.387","1"
"2","2018-09-18 05:15:00","22.01","6.52","-28.6","0.99","-82","-7.15","-999","10.7","3.386","1"
"2","2018-09-18 05:00:00","22.02","6.49","-27.6","0.983","8.6","0.75","-999","13.1","3.398","1"
"2","2018-09-18 04:45:00","22.02","6.51","-28.1","0.984","53.5","4.67","-999","20.7","3.412","1"
"2","2018-09-18 04:30:00","21.99","6.6","-32.2","0.984","844.5","73.66","-999","14.4","3.412","1"
"2","2018-09-18 04:15:00","21.96","6.64","-33.9","0.987","121.2","10.57","-999","67.1","3.413","1"
"2","2018-09-18 04:00:00","21.92","6.67","-35.3","0.982","22.6","1.97","-999","42.2","3.412","1"
"2","2018-09-18 03:45:00","22.01","6.72","-37.1","0.981","-49.4","-4.31","-999","13.8","3.424","1"
"2","2018-09-18 03:30:00","21.99","6.74","-37.9","0.981","999.9","999.99","-999","9.3","3.432","1"
"2","2018-09-18 03:15:00","22.05","6.71","-36.6","0.979","999.9","999.99","-999","173.5","3.434","1"
"2","2018-09-18 03:00:00","21.99","6.57","-30.8","0.978","999.9","999.99","-999","21.5","3.446","1"
"2","2018-09-18 02:45:00","21.91","6.6","-32","0.979","-84.4","-7.37","-999","15.6","3.455","1"
"2","2018-09-18 02:30:00","21.99","6.64","-33.9","0.98","-50.6","-4.41","-999","20.1","3.458","1"
"2","2018-09-18 02:15:00","22.04","6.65","-34.1","0.975","985.2","85.85","-999","29.3","3.476","1"
"2","2018-09-18 02:00:00","22.05","6.63","-33.2","0.978","4.4","0.38","-999","35.1","3.478","1"
"2","2018-09-18 01:45:00","22.06","6.6","-32.2","0.98","-55.6","-4.84","-999","33.6","3.484","1"
"2","2018-09-18 01:30:00","21.83","6.53","-29.4","0.981","-49.2","-4.31","-999","30.9","3.494","1"
"2","2018-09-18 01:15:00","21.93","6.44","-25.4","0.979","4","0.35","-999","38.1","3.51","1"
"2","2018-09-18 01:00:00","21.98","6.4","-23.5","0.977","34.9","3.05","-999","9.9","3.525","1"
"2","2018-09-18 00:45:00","21.87","6.4","-23.7","0.978","-50.8","-4.44","-999","94.8","3.517","1"
"2","2018-09-18 00:30:00","21.94","6.39","-23.5","0.976","-49.2","-4.3","-999","10.7","3.533","1"
"2","2018-09-18 00:15:00","21.89","6.35","-21.5","0.978","5.3","0.46","-999","40.3","3.54","1"
"2","2018-09-18 00:00:00","21.91","6.34","-21","0.979","999.9","999.99","-999","9.9","3.555","1"
"2","2018-09-17 23:45:00","21.92","6.34","-21.2","0.974","390.4","34.1","-999","18.7","3.559","1"
"2","2018-09-17 23:30:00","22.03","6.38","-22.9","0.972","-49.1","-4.28","-999","22.4","3.554","1"
"2","2018-09-17 23:15:00","21.9","6.4","-23.7","0.971","0.8","0.07","-999","45.6","3.559","1"
"2","2018-09-17 23:00:00","22","6.39","-23.5","0.971","0.9","0.08","-999","9.7","3.56","1"
"2","2018-09-17 22:45:00","21.89","6.42","-24.7","0.972","-49.2","-4.3","-999","27.6","3.565","1"
"2","2018-09-17 22:30:00","22","6.42","-24.4","0.971","321.6","28.04","-999","11.7","3.568","1"
"2","2018-09-17 22:15:00","21.95","6.43","-25.1","0.97","-4.5","-0.39","-999","16.4","3.577","1"
"2","2018-09-17 22:00:00","21.94","6.45","-25.9","0.973","-42.9","-3.75","-999","66.1","3.58","1"
"2","2018-09-17 21:45:00","21.88","6.45","-25.6","0.971","-49.2","-4.3","-999","12.4","3.582","1"
"2","2018-09-17 21:30:00","21.98","6.46","-26","0.971","-49.1","-4.28","-999","169.6","3.592","1"
"2","2018-09-17 21:15:00","21.95","6.47","-26.6","0.973","-80","-6.98","-999","21.2","3.593","1"
"2","2018-09-17 21:00:00","21.96","6.5","-27.8","0.976","999.9","999.99","-999","45","3.603","1"
"2","2018-09-17 20:45:00","21.91","6.51","-28.1","0.975","-49.2","-4.3","-999","14.5","3.61","1"
"2","2018-09-17 20:30:00","21.9","6.51","-28.2","0.974","29.5","2.58","-999","22.5","3.61","1"
"2","2018-09-17 20:15:00","22.05","6.5","-27.7","0.973","-14","-1.22","-999","28.5","3.607","1"
"2","2018-09-17 20:00:00","22.03","6.51","-28.4","0.974","23.7","2.06","-999","16.6","3.615","1"
"2","2018-09-17 19:45:00","22.01","6.48","-27.3","0.973","-62.1","-5.41","-999","9.6","3.617","1"
"2","2018-09-17 19:30:00","22.07","6.53","-29.2","0.974","14.5","1.26","-999","12.3","3.62","1"
"2","2018-09-17 19:15:00","21.97","6.49","-27.4","0.971","-49.9","-4.35","-999","8.4","3.621","1"
"2","2018-09-17 19:00:00","21.98","6.49","-27.4","0.973","-49.2","-4.29","-999","10.3","3.626","1"
"2","2018-09-17 18:45:00","21.97","6.48","-27","0.976","-51","-4.45","-999","28","3.631","1"
"2","2018-09-17 18:30:00","21.98","6.49","-27.3","0.979","-49.1","-4.28","-999","10.5","3.625","1"
"2","2018-09-17 18:15:00","21.94","6.46","-26.1","0.983","17.9","1.56","-999","29.9","3.638","1"
"2","2018-09-17 18:00:00","21.95","6.4","-23.9","0.989","-49.5","-4.32","-999","30.9","3.639","1"
"2","2018-09-17 17:45:00","22.07","6.39","-23.5","0.982","-49","-4.27","-999","12.5","3.646","1"
"2","2018-09-17 17:30:00","21.92","6.42","-24.6","0.989","-69.3","-6.05","-999","11.8","3.644","1"
"2","2018-09-17 17:15:00","21.9","6.39","-23.1","0.985","-99.9","-99.99","-999","10.4","3.647","1"
"2","2018-09-17 17:00:00","21.98","6.36","-22.2","0.988","-53.1","-4.63","-999","20.3","3.652","1"
"2","2018-09-17 16:45:00","21.88","6.37","-22.5","0.989","888.5","77.65","-999","30.7","3.656","1"
"2","2018-09-17 16:30:00","21.86","6.35","-21.6","0.987","999.9","202.15","-999","16.8","3.658","1"
"2","2018-09-17 16:15:00","21.93","6.35","-21.7","0.993","-99.9","-99.99","-999","13.6","3.662","1"
"2","2018-09-17 16:00:00","21.92","6.36","-22","0.992","-5","-0.44","-999","19.7","3.656","1"
"2","2018-09-17 15:45:00","21.91","6.37","-22.6","0.989","-99.9","-99.99","-999","21","3.669","1"
"2","2018-09-17 15:30:00","21.94","6.37","-22.6","0.991","-99.9","-11.88","-999","9.3","3.671","1"
"2","2018-09-17 15:15:00","22.03","6.38","-22.9","0.99","999.9","985.27","-999","18.5","3.683","1"
"2","2018-09-17 15:00:00","21.88","6.39","-23.3","0.981","17","1.48","-999","13.6","3.69","1"
"2","2018-09-17 14:45:00","21.84","6.39","-23.1","0.979","110.8","9.7","-999","35.6","3.702","1"
"2","2018-09-17 14:30:00","21.96","6.4","-23.9","0.98","-99.9","-29.27","-999","33.9","3.704","1"
"2","2018-09-17 14:15:00","21.8","6.4","-23.7","0.983","-49.5","-4.34","-999","13.6","3.712","1"
"2","2018-09-17 14:00:00","21.87","6.41","-24.2","1.037","-7.8","-0.68","-999","18.7","3.718","1"
"2","2018-09-17 13:45:00","21.8","6.38","-22.8","1.03","-99.9","-99.99","-999","15.1","3.72","1"
"2","2018-09-17 13:30:00","21.77","6.4","-23.7","1.033","-99.9","-99.99","-999","16","3.724","1"
"2","2018-09-17 13:15:00","21.83","6.4","-23.6","1.028","-99.9","-14.34","-999","10.8","3.734","1"
"2","2018-09-17 13:00:00","21.72","6.37","-22.4","1.029","-99.9","-13.11","-999","16.9","3.739","1"
"2","2018-09-17 12:45:00","21.89","6.37","-22.5","1.044","-50.3","-4.4","-999","13.1","3.742","1"
"2","2018-09-17 12:30:00","21.77","6.34","-21.2","1.035","-71.9","-6.29","-999","83","3.749","1"
"2","2018-09-17 12:15:00","21.76","6.34","-21.3","1.052","-99.9","-99.99","-999","34.3","3.76","1"
"2","2018-09-17 12:00:00","21.78","6.34","-21.1","1.053","-65.7","-5.75","-999","107.4","3.764","1"
"2","2018-09-17 11:45:00","21.83","6.35","-21.5","1.05","-49.4","-4.32","-999","111.3","3.764","1"
"2","2018-09-17 11:30:00","21.72","6.33","-20.9","1.05","-99.9","-86.47","-999","88","3.772","1"
"2","2018-09-17 11:15:00","21.71","6.29","-19","1.05","-99.9","-27.98","-999","75.3","3.776","1"
"2","2018-09-17 11:00:00","21.73","6.32","-20.4","1.05","-52.2","-4.57","-999","98.5","3.785","1"
"2","2018-09-17 10:45:00","21.71","6.33","-20.8","1.049","-25.1","-2.2","-999","57.2","3.789","1"
"2","2018-09-17 10:30:00","21.67","6.31","-20","1.048","148.3","13.01","-999","80.3","3.791","1"
"2","2018-09-17 10:15:00","21.72","6.3","-19.6","1.043","-52.2","-4.58","-999","61.6","3.801","1"
"2","2018-09-17 10:00:00","21.67","6.27","-18.5","1.045","101.9","8.939999","-999","37.1","3.803","1"
"2","2018-09-17 09:45:00","21.63","6.23","-16.8","1.04","29.3","2.57","-999","19.9","3.806","1"
"2","2018-09-17 09:30:00","21.64","6.24","-16.9","1.042","-50.7","-4.45","-999","81.9","3.81","1"
"2","2018-09-17 09:15:00","21.67","6.26","-18.1","1.037","-49.5","-4.34","-999","31.2","3.812","1"
"2","2018-09-17 09:00:00","21.63","6.32","-20.2","1.04","83.2","7.3","-999","52.4","3.81","1"
"2","2018-09-17 08:45:00","21.58","6.52","-28.8","1.039","-56.3","-4.95","-999","37.6","3.814","1"
"2","2018-09-17 08:30:00","21.64","6.61","-32.5","1.034","-99.9","-99.99","-999","81.7","3.807","1"
"2","2018-09-17 08:15:00","21.63","6.72","-37.4","1.034","999.9","450.94","-999","67.9","3.814","1"
"2","2018-09-17 08:00:00","21.68","6.82","-41.5","1.042","-49.5","-4.34","-999","77.8","3.818","1"
"2","2018-09-17 07:45:00","21.64","6.83","-41.7","1.034","999.9","999.99","-999","79.9","3.822","1"
"2","2018-09-17 07:30:00","21.59","6.8","-40.5","1.039","999.9","999.99","-999","77.1","3.823","1"
"2","2018-09-17 07:15:00","21.58","6.77","-39.5","1.025","-99.9","-9.18","-999","22.3","3.815","1"
"2","2018-09-17 07:00:00","21.63","6.63","-33.4","1.021","12.2","1.07","-999","72","3.815","1"
"2","2018-09-17 06:45:00","21.52","6.59","-31.9","1.016","999.9","999.99","-999","73","3.818","1"
"2","2018-09-17 06:30:00","21.54","6.56","-30.6","1.005","-49.6","-4.36","-999","64","3.816","1"
"2","2018-09-17 06:15:00","21.59","6.49","-27.7","1.014","-0.2","-0.01","-999","59.1","3.816","1"
"2","2018-09-17 06:00:00","21.66","6.41","-24","1.007","-50.5","-4.43","-999","56.5","3.82","1"
"2","2018-09-17 05:45:00","21.59","6.45","-25.9","0.999","999.9","845.45","-999","71.9","3.817","1"
"2","2018-09-17 05:30:00","21.57","6.44","-25.6","1.001","999.9","999.99","-999","74.2","3.822","1"
"2","2018-09-17 05:15:00","21.6","6.46","-26.1","1.006","-99.9","-99.99","-999","52.3","3.826","1"
"2","2018-09-17 05:00:00","21.54","6.43","-25.2","0.997","999.9","999.99","-999","67.7","3.822","1"
"2","2018-09-17 04:45:00","21.59","6.46","-26.1","1.001","999.9","999.99","-999","63.9","3.822","1"
"2","2018-09-17 04:30:00","21.62","6.48","-27","1.002","999.9","999.99","-999","69.4","3.821","1"
"2","2018-09-17 04:15:00","21.59","6.47","-26.9","0.995","999.9","140.53","-999","68.9","3.822","1"
"2","2018-09-17 04:00:00","21.51","6.49","-27.6","0.997","999.9","999.99","-999","73.1","3.823","1"
"2","2018-09-17 03:45:00","21.54","6.48","-27.3","1.005","24.2","2.13","-999","65.8","3.825","1"
"2","2018-09-17 03:30:00","21.54","6.48","-27.2","0.993","999.9","999.99","-999","63.2","3.825","1"
"2","2018-09-17 03:15:00","21.55","6.5","-27.9","1.012","999.9","999.99","-999","74.3","3.83","1"
"2","2018-09-17 03:00:00","21.6","6.5","-28.1","0.995","999.9","974.99","-999","72.4","3.831","1"
"2","2018-09-17 02:45:00","21.6","6.54","-29.4","0.991","-3.7","-0.33","-999","60","3.831","1"
"2","2018-09-17 02:30:00","21.63","6.54","-29.7","0.991","999.9","999.99","-999","82.9","3.834","1"
"2","2018-09-17 02:15:00","21.58","6.55","-29.9","0.99","-99.9","-99.99","-999","61","3.834","1"
"2","2018-09-17 02:00:00","21.56","6.54","-29.8","0.992","1.1","0.09","-999","76.8","3.831","1"
"2","2018-09-17 01:45:00","21.57","6.54","-29.7","0.989","-99.9","-99.99","-999","71.3","3.833","1"
"2","2018-09-17 01:30:00","21.58","6.53","-29.2","0.988","-99.9","-99.99","-999","66.9","3.841","1"
"2","2018-09-17 01:15:00","21.59","6.57","-30.8","0.987","-9","-0.8","-999","56.9","3.839","1"
"2","2018-09-17 01:00:00","21.55","6.55","-30.2","0.988","-3.9","-0.35","-999","63.5","3.846","1"
"2","2018-09-17 00:45:00","21.54","6.57","-30.7","0.989","41.2","3.62","-999","69.1","3.842","1"
"2","2018-09-17 00:30:00","21.56","6.55","-30","0.993","999.9","999.99","-999","58.1","3.843","1"
"2","2018-09-17 00:15:00","21.58","6.54","-29.6","0.986","-4.2","-0.37","-999","70.3","3.845","1"
"2","2018-09-17 00:00:00","21.53","6.54","-29.6","0.988","-99.9","-99.99","-999","65.8","3.851","1"
"2","2018-09-16 23:45:00","21.55","6.54","-29.8","0.988","-50.7","-4.46","-999","47.7","3.856","1"
"2","2018-09-16 23:30:00","21.55","6.54","-29.8","0.99","-5.8","-0.51","-999","56.5","3.856","1"
"2","2018-09-16 23:15:00","21.63","6.54","-29.6","0.99","999.9","999.99","-999","57.2","3.857","1"
"2","2018-09-16 23:00:00","21.56","6.54","-29.8","0.994","-99.9","-99.99","-999","63","3.858","1"
"2","2018-09-16 22:45:00","21.52","6.53","-29.2","0.993","999.9","999.99","-999","54.4","3.855","1"
"2","2018-09-16 22:30:00","21.58","6.52","-28.9","0.994","2.5","0.22","-999","49.1","3.85","1"
"2","2018-09-16 22:15:00","21.58","6.5","-28.1","0.996","-3.4","-0.3","-999","70.5","3.846","1"
"2","2018-09-16 22:00:00","21.56","6.5","-27.8","0.995","999.9","999.99","-999","56.4","3.843","1"
"2","2018-09-16 21:45:00","21.54","6.47","-26.9","0.998","-50.9","-4.48","-999","47.8","3.84","1"
"2","2018-09-16 21:30:00","21.59","6.52","-28.6","1","-5.6","-0.49","-999","49","3.841","1"
